                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    297,                0.85705,                 0.5035,                  1.028,                0.74947,                0.66481,                0.72403,                0.45048,                 1.1303,                 0.6708,                 1.2518,              0.0022884,              0.0022884,              0.0022884
                    298,                0.85075,                0.50275,                 1.0307,                0.74929,                0.66429,                0.72391,                0.45042,                 1.1306,                0.67099,                 1.2521,              0.0022624,              0.0022624,              0.0022624
                    299,                0.85382,                0.50191,                 1.0302,                0.74931,                0.66141,                0.72393,                0.44986,                 1.1308,                0.67166,                 1.2524,              0.0022363,              0.0022363,              0.0022363
                    300,                0.85321,                0.50292,                 1.0257,                0.74936,                0.65776,                0.72343,                0.45027,                  1.131,                0.67188,                 1.2525,              0.0022103,              0.0022103,              0.0022103
                    301,                0.85659,                0.50292,                 1.0281,                0.74976,                0.65659,                0.72359,                0.45036,                 1.1311,                0.67256,                 1.2528,              0.0021842,              0.0021842,              0.0021842
                    302,                0.84928,                0.50266,                 1.0261,                0.74957,                0.65607,                0.72332,                0.45023,                 1.1315,                0.67204,                  1.253,              0.0021582,              0.0021582,              0.0021582
                    303,                0.84578,                0.49953,                 1.0257,                0.75006,                0.64659,                0.72231,                0.44827,                 1.1317,                0.67289,                 1.2531,              0.0021321,              0.0021321,              0.0021321
                    304,                0.84402,                0.49804,                 1.0271,                0.75022,                0.64777,                 0.7219,                0.45132,                 1.1319,                0.67309,                 1.2534,              0.0021061,              0.0021061,              0.0021061
                    305,                0.84416,                0.49624,                 1.0232,                0.74979,                0.64712,                0.72217,                0.45109,                 1.1321,                0.67305,                 1.2537,                0.00208,                0.00208,                0.00208
                    306,                0.84589,                0.49437,                 1.0246,                0.75243,                0.64639,                0.72226,                0.45012,                 1.1323,                0.67338,                 1.2543,              0.0020539,              0.0020539,              0.0020539
                    307,                0.84977,                0.50123,                 1.0303,                0.75144,                0.64657,                0.72246,                  0.451,                  1.132,                0.67306,                 1.2543,              0.0020279,              0.0020279,              0.0020279
                    308,                0.84082,                0.49482,                  1.022,                0.75134,                0.64697,                0.72216,                0.44973,                 1.1318,                0.67246,                 1.2542,              0.0020018,              0.0020018,              0.0020018
                    309,                0.83749,                0.49442,                  1.026,                0.75206,                0.64782,                 0.7225,                0.45153,                 1.1321,                 0.6727,                 1.2543,              0.0019758,              0.0019758,              0.0019758
                    310,                0.84559,                0.49699,                 1.0268,                0.75278,                0.64764,                0.72246,                0.45094,                 1.1322,                0.67265,                 1.2544,              0.0019497,              0.0019497,              0.0019497
                    311,                 0.8423,                0.48909,                 1.0234,                0.75324,                0.64708,                0.72226,                 0.4517,                 1.1323,                0.67278,                 1.2544,              0.0019237,              0.0019237,              0.0019237
